Date,Crop_Type,Region,Market_Price_Per_Tonne_USD
2015-09-20,Sorghum,Kiambu,48.57
2019-04-27,Coffee,Nairobi,116.42
2022-05-08,Beans,Kericho,57.92
2023-11-13,Sorghum,Nandi,156.57
2021-11-11,Beans,Muranga,147.85
2017-09-25,Sugarcane,Embu,153.95
2016-11-30,Sorghum,Kiambu,52.74
2021-06-07,Tea,Nairobi,98.56
2019-05-23,Wheat,Meru,59.83
2018-05-26,Tomatoes,Nakuru,112.04
2018-01-30,Tea,Kiambu,67.93
2022-02-14,Cabbage,Uasin Gishu,132.48
2021-05-24,Potatoes,Kiambu,117.28
2018-04-05,Wheat,Kiambu,108.59
2022-04-22,Tea,Uasin Gishu,139.03
2017-10-02,Coffee,Meru,100.03
2015-02-05,Beans,Kericho,72.38
2017-01-13,Cabbage,Kisii,114.48
2019-10-31,Coffee,Nairobi,154.85
2015-12-19,Wheat,Kiambu,112.14
2020-04-06,Beans,Kiambu,115.55
2015-03-14,Cabbage,Uasin Gishu,152.17
2022-05-19,Potatoes,Embu,101.83
2018-10-08,Wheat,Kiambu,159.56
2020-03-29,Cabbage,Kiambu,59.16
2017-12-29,Tea,Uasin Gishu,104.44
2021-10-08,Cabbage,Embu,65.55
2023-05-05,Wheat,Uasin Gishu,94.4
2016-12-08,Sugarcane,Kericho,60.47
2019-12-10,Tea,Kiambu,66.7
2022-02-21,Coffee,Muranga,65.3
2022-11-15,Wheat,Nairobi,78.4
2017-08-13,Sugarcane,Embu,56.15
2022-01-08,Maize,Muranga,137.12
2021-10-11,Potatoes,Uasin Gishu,66.48
2015-06-09,Sugarcane,Kiambu,89.99
2021-01-05,Maize,Uasin Gishu,41.93
2022-09-24,Tomatoes,Kisii,52.59
2019-10-02,Beans,Kisii,147.55
2019-05-05,Sugarcane,Kericho,140.46
2015-03-08,Sorghum,Kiambu,140.91
2023-05-20,Potatoes,Kiambu,89.36
2021-08-25,Sugarcane,Muranga,56.98
2015-02-27,Maize,Nandi,52.95
2015-12-08,Sorghum,Kiambu,112.67
2018-02-27,Potatoes,Kericho,139.38
2022-08-06,Sorghum,Embu,148.01
2018-04-10,Tea,Embu,74.65
2022-09-18,Maize,Uasin Gishu,78.52
2022-04-15,Cabbage,Muranga,52.11
2018-05-17,Tea,Meru,132.93
2021-07-29,Potatoes,Nakuru,73.08
2019-02-03,Potatoes,Uasin Gishu,97.71
2019-12-27,Wheat,Kiambu,151.47
2015-04-26,Maize,Uasin Gishu,130.27
2016-10-23,Tomatoes,Meru,46.33
2019-01-05,Tomatoes,Nakuru,40.98
2021-11-05,Potatoes,Meru,134.49
2020-02-12,Tomatoes,Meru,106.3
2021-05-23,Beans,Kisii,126.44
2017-10-13,Wheat,Embu,58.82
2015-11-07,Potatoes,Nandi,144.65
2015-07-27,Tomatoes,Kiambu,132.8
2022-04-19,Maize,Kericho,146.9
2021-10-29,Sugarcane,Muranga,80.93
2022-06-10,Cabbage,Uasin Gishu,73.08
2016-09-24,Tea,Kiambu,58.21
2020-10-03,Tea,Kisii,151.61
2023-02-07,Beans,Embu,61.22
2023-06-11,Sorghum,Uasin Gishu,54.32
2016-10-18,Maize,Muranga,63.12
2018-11-24,Sorghum,Nandi,132.57
2020-04-15,Wheat,Kiambu,146.74
2023-04-16,Cabbage,Kericho,137.31
2022-01-06,Wheat,Embu,107.59
2019-08-07,Potatoes,Nairobi,159.27
2015-08-25,Maize,Kiambu,48.26
2015-12-14,Potatoes,Meru,144.06
2022-04-28,Coffee,Meru,91.33
2023-09-11,Tomatoes,Kericho,94.61
2016-09-21,Tea,Nakuru,55.31
2019-03-21,Sugarcane,Kericho,44.01
2020-06-26,Potatoes,Embu,78.0
2018-06-25,Sorghum,Meru,60.98
2015-12-30,Coffee,Nandi,98.0
2021-06-26,Tea,Nandi,57.68
2015-10-13,Potatoes,Meru,56.55
2015-05-29,Coffee,Embu,145.24
2018-01-12,Coffee,Kisii,150.56
2021-09-19,Maize,Muranga,155.71
2023-04-14,Wheat,Muranga,121.66
2016-03-31,Coffee,Embu,132.52
2019-11-02,Beans,Nairobi,140.29
2017-03-10,Wheat,Muranga,119.07
2018-03-30,Tea,Uasin Gishu,79.63
2017-10-09,Tea,Muranga,58.77
2022-10-02,Tea,Uasin Gishu,68.47
2021-11-12,Tea,Meru,140.85
2019-03-04,Beans,Kisii,123.53
2022-08-17,Potatoes,Kericho,94.7
2021-12-31,Cabbage,Kisii,43.53
2016-04-25,Coffee,Muranga,71.94
2019-08-14,Tea,Muranga,127.47
2020-12-01,Wheat,Embu,101.49
2022-08-28,Wheat,Kericho,92.26
2019-05-21,Coffee,Muranga,77.64
2021-08-05,Potatoes,Nakuru,112.83
2015-12-07,Sugarcane,Nakuru,155.97
2022-09-18,Sugarcane,Nairobi,148.13
2020-07-03,Cabbage,Meru,43.66
2022-09-09,Potatoes,Uasin Gishu,97.71
2023-04-05,Coffee,Kisii,79.54
2021-11-01,Sugarcane,Meru,101.27
2020-02-10,Sugarcane,Uasin Gishu,112.75
2017-04-14,Sugarcane,Uasin Gishu,64.0
2018-04-18,Sorghum,Kiambu,133.79
2019-09-22,Beans,Muranga,97.01
2019-08-17,Coffee,Nairobi,159.04
2023-12-12,Tomatoes,Muranga,43.02
2015-11-07,Maize,Nairobi,62.77
2015-09-19,Maize,Meru,122.76
2018-12-13,Potatoes,Embu,123.42
2016-02-10,Coffee,Embu,109.86
2020-12-30,Coffee,Meru,156.64
2015-12-08,Maize,Kericho,89.84
2018-09-01,Cabbage,Nakuru,90.04
2023-09-08,Maize,Uasin Gishu,149.26
2015-09-01,Coffee,Nairobi,104.61
2016-05-04,Sugarcane,Nandi,82.45
2015-01-12,Cabbage,Muranga,126.27
2016-07-14,Tea,Meru,114.36
2015-02-11,Tomatoes,Uasin Gishu,76.77
2022-06-18,Sorghum,Nairobi,75.75
2016-08-16,Beans,Kisii,87.47
2018-12-23,Tea,Kericho,48.59
2020-01-01,Wheat,Muranga,153.11
2023-11-04,Maize,Embu,61.96
2019-08-21,Tomatoes,Meru,63.26
2015-05-14,Maize,Embu,117.64
2023-08-05,Maize,Nairobi,126.91
2023-06-06,Tea,Embu,128.42
2017-08-05,Sugarcane,Muranga,85.01
2015-03-14,Sugarcane,Nakuru,144.8
2016-02-03,Sorghum,Uasin Gishu,105.28
2018-11-29,Cabbage,Nakuru,92.63
2022-03-10,Maize,Meru,137.25
2022-12-16,Potatoes,Nakuru,69.23
2015-05-10,Sugarcane,Kiambu,143.22
2023-02-26,Coffee,Uasin Gishu,104.66
2023-12-22,Tomatoes,Nairobi,148.01
2019-12-17,Potatoes,Uasin Gishu,64.19
2020-06-24,Tea,Kiambu,152.33
2015-09-23,Tea,Nandi,122.55
2019-04-10,Sorghum,Nakuru,114.2
2020-06-08,Sorghum,Uasin Gishu,90.65
2017-03-03,Cabbage,Embu,154.76
2021-04-19,Coffee,Nairobi,93.27
2022-11-09,Tomatoes,Kisii,99.83
2018-08-05,Coffee,Meru,133.78
2015-06-13,Wheat,Meru,74.18
2015-04-05,Sorghum,Meru,74.98
2019-12-11,Cabbage,Uasin Gishu,133.04
2022-11-20,Beans,Nakuru,55.43
2018-02-07,Maize,Uasin Gishu,138.76
2021-07-11,Maize,Muranga,115.02
2017-04-01,Beans,Embu,104.69
2015-08-26,Sugarcane,Kisii,67.49
2021-08-25,Coffee,Kisii,134.36
2023-01-25,Beans,Embu,136.59
2021-12-05,Cabbage,Kiambu,97.95
2020-05-14,Tomatoes,Kericho,86.7
2023-01-28,Beans,Muranga,69.54
2017-11-14,Cabbage,Nairobi,130.51
2019-08-04,Sorghum,Kisii,116.73
2023-09-24,Potatoes,Meru,64.8
2021-12-04,Tea,Uasin Gishu,135.34
2023-02-12,Tea,Kiambu,145.86
2023-04-30,Wheat,Kericho,47.11
2017-08-21,Coffee,Embu,132.69
2016-06-20,Tomatoes,Nandi,142.34
2023-08-17,Potatoes,Nairobi,158.98
2019-05-23,Potatoes,Kericho,68.51
2023-11-19,Sorghum,Meru,84.52
2020-06-02,Beans,Kericho,155.94
2023-06-11,Coffee,Kisii,51.28
2015-05-08,Maize,Uasin Gishu,102.84
2015-04-02,Potatoes,Embu,100.81
2016-06-26,Cabbage,Kericho,112.79
2017-04-25,Maize,Nairobi,79.7
2019-08-09,Wheat,Kericho,151.11
2023-04-25,Beans,Nandi,72.41
2020-01-26,Beans,Kiambu,117.96
2021-10-30,Tomatoes,Kisii,99.51
2016-01-25,Potatoes,Uasin Gishu,72.0
2022-06-12,Sorghum,Meru,62.66
2020-02-28,Sugarcane,Embu,154.79
2015-02-12,Sugarcane,Embu,107.35
2015-09-11,Tea,Kiambu,112.5
2023-10-07,Cabbage,Nakuru,133.95
2017-12-19,Maize,Nakuru,49.75
2022-06-03,Wheat,Meru,125.65
2021-11-19,Tea,Kericho,59.82
2021-05-23,Beans,Nandi,128.86
2023-05-17,Maize,Embu,56.96
2019-03-21,Coffee,Kericho,139.9
2020-05-07,Potatoes,Embu,121.72
2022-09-26,Wheat,Embu,86.31
2021-07-20,Coffee,Kericho,83.06
2016-10-03,Sorghum,Kiambu,57.87
2021-08-26,Potatoes,Nakuru,148.49
2016-11-20,Maize,Muranga,54.22
2018-06-30,Potatoes,Nairobi,96.65
2020-05-04,Tea,Kiambu,68.38
2017-12-15,Tomatoes,Kisii,159.56
2019-01-26,Tea,Nandi,110.3
2016-04-01,Sorghum,Nandi,57.95
2017-09-09,Cabbage,Nairobi,120.11
2020-10-31,Coffee,Nandi,158.99
2018-01-27,Tea,Kericho,112.61
2015-05-29,Tomatoes,Nandi,94.89
2018-09-14,Cabbage,Muranga,75.19
2018-03-25,Tea,Nandi,51.05
2015-07-09,Beans,Embu,67.39
2017-06-01,Tomatoes,Kiambu,106.43
2021-04-29,Coffee,Kericho,130.45
2023-08-18,Wheat,Nakuru,145.35
2016-02-04,Sugarcane,Nandi,135.25
2022-09-12,Cabbage,Meru,55.06
2016-08-31,Beans,Meru,132.82
2019-12-01,Wheat,Meru,109.79
2019-06-27,Maize,Nandi,96.29
2019-04-25,Tomatoes,Kisii,108.73
2022-10-03,Beans,Embu,40.97
2020-11-18,Potatoes,Uasin Gishu,48.13
2018-10-14,Maize,Nandi,103.1
2018-11-04,Maize,Kisii,60.83
2017-03-30,Cabbage,Uasin Gishu,105.46
2017-03-30,Tomatoes,Nairobi,82.51
2016-02-24,Beans,Muranga,148.89
2015-05-04,Sorghum,Embu,153.96
2016-02-26,Beans,Nandi,157.57
2023-08-01,Tea,Kiambu,147.87
2019-02-17,Maize,Kericho,158.31
2019-05-17,Coffee,Kiambu,124.74
2017-02-06,Maize,Kiambu,155.27
2020-08-06,Maize,Nairobi,117.02
2021-12-05,Sugarcane,Kericho,137.11
2022-01-10,Potatoes,Nairobi,55.83
2021-01-11,Sorghum,Uasin Gishu,121.91
2020-11-09,Wheat,Nairobi,151.73
2023-04-18,Wheat,Meru,104.81
2019-03-30,Potatoes,Muranga,62.42
2021-11-07,Maize,Meru,103.23
2019-10-31,Wheat,Nandi,124.83
2020-08-06,Tomatoes,Uasin Gishu,132.37
2022-03-30,Sorghum,Kisii,102.84
2016-05-24,Wheat,Uasin Gishu,66.08
2018-04-21,Potatoes,Kisii,151.2
2016-01-21,Tea,Muranga,132.83
2019-05-17,Wheat,Nairobi,72.48
2021-09-18,Sorghum,Nairobi,137.42
2021-04-12,Cabbage,Kericho,81.74
2017-01-11,Cabbage,Nandi,77.49
2022-06-01,Tomatoes,Kiambu,143.57
2022-05-21,Beans,Nakuru,144.79
2020-03-26,Beans,Uasin Gishu,87.82
2018-12-17,Wheat,Uasin Gishu,41.07
2017-06-19,Coffee,Nandi,62.39
2020-10-13,Tea,Meru,149.12
2023-06-12,Potatoes,Embu,147.85
2021-03-10,Tea,Nandi,94.4
2020-07-02,Cabbage,Nakuru,76.49
2015-08-30,Wheat,Nairobi,76.33
2021-12-15,Sorghum,Kisii,147.66
2023-12-29,Potatoes,Meru,78.97
2021-07-13,Tea,Meru,101.39
2020-07-13,Sorghum,Kericho,127.72
2015-06-22,Potatoes,Muranga,65.14
2016-11-02,Tea,Nakuru,70.46
2015-06-13,Tomatoes,Meru,82.97
2016-04-09,Cabbage,Nakuru,118.51
2023-05-01,Maize,Nandi,138.1
2016-05-11,Potatoes,Kisii,105.6
2016-11-30,Cabbage,Kisii,55.95
2021-09-08,Sugarcane,Uasin Gishu,93.55
2016-12-03,Coffee,Nairobi,55.32
2020-04-24,Wheat,Uasin Gishu,50.6
2021-06-13,Sugarcane,Meru,110.75
2019-11-27,Sorghum,Muranga,154.75
2015-07-02,Potatoes,Uasin Gishu,140.51
2016-09-20,Wheat,Uasin Gishu,132.94
2022-01-01,Wheat,Uasin Gishu,127.25
2019-09-28,Sugarcane,Nakuru,147.66
2016-06-29,Sugarcane,Nandi,130.34
2019-05-07,Maize,Muranga,115.23
2016-09-15,Tea,Kisii,83.76
2016-08-16,Potatoes,Kericho,52.11
2017-01-13,Cabbage,Nakuru,95.32
2019-11-04,Beans,Meru,150.97
2018-12-30,Potatoes,Muranga,109.97
2020-05-02,Potatoes,Kisii,62.14
2022-02-14,Potatoes,Muranga,117.88
2020-08-30,Wheat,Embu,95.86
2022-02-14,Sorghum,Embu,151.77
2021-09-10,Wheat,Uasin Gishu,59.31
2022-04-26,Sorghum,Uasin Gishu,125.44
2015-04-15,Sugarcane,Embu,121.79
2021-02-17,Beans,Kericho,158.02
2015-01-17,Wheat,Kisii,107.79
2023-09-27,Sorghum,Meru,144.59
2016-01-28,Wheat,Nairobi,42.97
2016-02-29,Coffee,Nairobi,54.75
2020-12-16,Wheat,Nakuru,81.51
2023-10-07,Beans,Kericho,114.32
2016-07-25,Beans,Kericho,93.89
2020-09-07,Sorghum,Meru,64.32
2018-01-25,Sorghum,Muranga,110.7
2023-06-09,Sugarcane,Nairobi,108.0
2015-08-30,Beans,Muranga,102.93
2021-03-29,Beans,Muranga,50.87
2017-02-27,Maize,Kericho,151.24
2016-12-15,Potatoes,Muranga,111.07
2017-01-28,Tomatoes,Nairobi,71.68
2022-10-20,Wheat,Kisii,122.49
2017-02-14,Tea,Kiambu,78.15
2022-08-05,Sugarcane,Muranga,100.7
2021-02-25,Potatoes,Meru,80.94
2023-03-12,Tomatoes,Nandi,145.65
2015-03-20,Maize,Uasin Gishu,159.28
2023-03-23,Tea,Meru,59.34
2017-05-05,Sorghum,Embu,42.83
2023-11-19,Beans,Nairobi,66.32
2021-11-19,Coffee,Nandi,110.79
2022-03-13,Sugarcane,Uasin Gishu,60.87
2018-12-10,Cabbage,Meru,137.38
2023-03-07,Beans,Nandi,89.04
2021-11-01,Coffee,Kiambu,113.26
2020-11-04,Tomatoes,Nairobi,94.67
2020-11-18,Sorghum,Kisii,148.4
2017-10-28,Tea,Nakuru,44.22
2017-04-24,Tomatoes,Kericho,127.52
2023-12-16,Beans,Kiambu,118.26
2015-03-28,Beans,Embu,117.94
2020-09-21,Tea,Kericho,89.68
2016-02-12,Cabbage,Kisii,41.88
2022-06-04,Coffee,Kiambu,122.71
2023-06-16,Tomatoes,Uasin Gishu,139.54
2019-07-27,Sorghum,Nandi,50.23
2015-05-28,Beans,Nairobi,92.99
2021-05-13,Tomatoes,Nandi,59.51
2015-08-20,Cabbage,Muranga,113.31
2020-05-04,Tomatoes,Meru,134.27
2016-01-01,Tea,Embu,120.0
2019-08-02,Sorghum,Muranga,78.17
2016-03-11,Maize,Muranga,56.77
2016-02-03,Tea,Embu,135.31
2018-05-19,Tomatoes,Meru,78.87
2018-11-15,Maize,Uasin Gishu,42.66
2021-12-21,Beans,Meru,108.57
2022-01-31,Maize,Nairobi,69.6
2016-07-16,Cabbage,Nandi,140.94
2021-10-25,Wheat,Uasin Gishu,57.19
2018-07-08,Cabbage,Nakuru,92.18
2017-02-11,Tea,Nandi,70.38
2021-07-25,Wheat,Uasin Gishu,122.75
2020-07-30,Tea,Meru,105.82
2022-01-11,Sugarcane,Embu,134.92
2018-09-05,Sorghum,Meru,95.03
2020-12-25,Potatoes,Nakuru,40.58
2019-04-23,Beans,Uasin Gishu,65.82
2017-09-18,Beans,Nairobi,159.9
2021-08-12,Sugarcane,Meru,88.64
2018-05-31,Tomatoes,Uasin Gishu,114.43
2015-12-26,Coffee,Nandi,148.59
2017-07-09,Tea,Nakuru,42.46
2021-07-04,Potatoes,Nairobi,119.15
2023-03-29,Potatoes,Uasin Gishu,74.61
2021-11-15,Cabbage,Kiambu,73.51
2023-03-13,Cabbage,Meru,66.98
2017-08-20,Coffee,Nakuru,138.73
2020-01-02,Tomatoes,Nairobi,84.75
2022-11-23,Sugarcane,Nairobi,48.05
2019-06-02,Maize,Muranga,51.62
2019-06-29,Cabbage,Kericho,57.83
2021-01-25,Tomatoes,Nakuru,147.87
2015-08-05,Sorghum,Nairobi,91.29
2016-01-13,Beans,Uasin Gishu,149.93
2015-04-29,Beans,Muranga,138.1
2015-07-09,Tomatoes,Kericho,140.55
2022-09-15,Coffee,Nandi,74.42
2016-01-05,Sugarcane,Uasin Gishu,72.56
2019-12-07,Potatoes,Meru,107.21
2021-01-05,Coffee,Kericho,90.15
2016-10-13,Tomatoes,Nakuru,101.09
2020-02-26,Sugarcane,Meru,46.38
2019-02-20,Sugarcane,Kisii,156.59
2017-02-08,Tea,Kisii,46.98
2021-08-18,Wheat,Nakuru,61.46
2017-02-19,Beans,Nandi,121.38
2019-09-13,Tomatoes,Kericho,58.66
2021-01-16,Potatoes,Muranga,52.82
2021-07-26,Wheat,Kiambu,58.43
2018-08-04,Sorghum,Nairobi,47.43
2023-01-18,Cabbage,Kiambu,70.16
2018-06-03,Tea,Kisii,72.53
2016-06-06,Cabbage,Kisii,99.83
2016-06-05,Wheat,Nandi,92.65
2017-02-21,Wheat,Kiambu,96.85
2021-05-09,Cabbage,Kiambu,113.92
2017-07-24,Potatoes,Muranga,67.72
2021-02-08,Potatoes,Nandi,56.16
2019-08-16,Maize,Nandi,145.47
2016-05-02,Sorghum,Nakuru,116.07
2020-01-25,Potatoes,Meru,47.28
2017-04-25,Sorghum,Nandi,155.33
2020-12-11,Sorghum,Nandi,123.17
2023-04-21,Wheat,Uasin Gishu,58.2
2022-10-08,Sorghum,Kericho,156.3
2021-09-27,Tea,Kericho,83.85
2020-06-26,Cabbage,Embu,158.14
2019-10-15,Maize,Kiambu,52.39
2023-11-18,Tomatoes,Nairobi,59.2
2016-11-16,Coffee,Kiambu,118.89
2020-11-30,Maize,Nakuru,42.66
2023-01-14,Tea,Nakuru,42.24
2020-12-09,Maize,Nakuru,135.04
2019-04-17,Sorghum,Meru,60.13
2018-05-30,Wheat,Nairobi,150.25
2015-02-08,Coffee,Kericho,91.11
2021-12-19,Potatoes,Muranga,144.84
2017-02-18,Wheat,Kericho,90.13
2018-06-10,Sorghum,Meru,103.63
2023-03-10,Sorghum,Nakuru,77.98
2021-01-05,Coffee,Meru,118.97
2023-05-28,Coffee,Kericho,78.18
2022-06-01,Beans,Muranga,66.78
2020-04-11,Sugarcane,Embu,49.73
2015-10-29,Sugarcane,Nairobi,46.92
2021-04-04,Wheat,Meru,76.72
2016-10-08,Potatoes,Kericho,128.38
2016-10-24,Maize,Nairobi,64.67
2021-04-02,Sorghum,Kericho,75.91
2019-10-26,Sorghum,Kericho,148.62
2021-02-28,Beans,Muranga,116.7
2015-09-13,Wheat,Embu,150.37
2016-08-20,Wheat,Nairobi,149.35
2016-10-23,Cabbage,Nakuru,47.61
2015-08-23,Coffee,Nairobi,154.6
2018-09-30,Potatoes,Nandi,46.14
2022-01-25,Coffee,Nakuru,151.07
2022-12-17,Potatoes,Nairobi,105.61
2017-02-08,Tea,Uasin Gishu,103.98
2022-02-01,Tomatoes,Uasin Gishu,125.59
2015-08-01,Sugarcane,Kericho,145.51
2016-04-07,Sugarcane,Nakuru,114.04
2021-10-19,Potatoes,Nairobi,91.05
2015-10-10,Sugarcane,Kericho,53.43
2019-01-26,Coffee,Kiambu,134.71
2018-12-01,Sorghum,Kericho,55.4
2015-03-29,Coffee,Meru,127.16
2017-12-03,Potatoes,Uasin Gishu,103.35
2016-04-05,Wheat,Kiambu,86.3
2021-05-14,Coffee,Kisii,113.56
2021-10-04,Sugarcane,Meru,132.68
2019-09-21,Beans,Nakuru,152.94
2018-10-08,Cabbage,Kericho,71.76
2022-07-06,Sorghum,Uasin Gishu,153.66
2016-05-29,Sugarcane,Embu,155.31
2016-12-03,Beans,Uasin Gishu,137.64
2019-07-12,Potatoes,Muranga,145.77
2020-08-28,Tea,Uasin Gishu,123.09
2015-01-23,Beans,Embu,44.69
2021-09-26,Tomatoes,Embu,109.01
2017-11-19,Tea,Kericho,129.66
2020-01-05,Maize,Nakuru,153.0
2020-11-25,Sorghum,Embu,108.45
2018-07-28,Sugarcane,Uasin Gishu,135.3
2023-10-05,Maize,Nakuru,124.6
2018-02-08,Coffee,Nairobi,73.7
2020-12-23,Potatoes,Uasin Gishu,58.57
2015-12-28,Sorghum,Nandi,130.11
2023-12-02,Wheat,Kericho,68.05
2020-12-16,Tea,Meru,69.36
2020-03-14,Wheat,Kericho,117.27
2018-07-08,Maize,Embu,134.69
2016-05-29,Beans,Kisii,109.88
2016-03-24,Beans,Muranga,146.2
2020-04-07,Potatoes,Nandi,65.37
2023-09-11,Maize,Embu,70.29
2019-02-15,Cabbage,Uasin Gishu,116.43
2018-06-01,Sorghum,Nakuru,139.52
2020-01-30,Tea,Nandi,104.72
2017-05-23,Beans,Kisii,41.25
2021-11-25,Beans,Meru,121.23
2023-06-09,Wheat,Nakuru,137.63
2018-11-29,Wheat,Muranga,73.19
2021-06-07,Sugarcane,Kiambu,46.5
2021-03-28,Coffee,Muranga,102.15
2019-10-21,Cabbage,Kericho,45.06
2017-07-11,Wheat,Nandi,89.92
2023-08-04,Wheat,Kericho,42.14
2023-03-04,Sorghum,Embu,67.0
2020-11-29,Sugarcane,Nairobi,86.66
2017-11-02,Wheat,Embu,53.4
2018-11-17,Tea,Meru,53.7
2021-12-22,Sorghum,Nandi,139.25
2023-02-27,Coffee,Nairobi,44.97
2022-03-30,Maize,Nakuru,122.68
2021-03-31,Sorghum,Nairobi,137.74
2022-04-03,Maize,Meru,55.69
2015-11-10,Beans,Uasin Gishu,63.44
2022-02-26,Sugarcane,Kericho,116.98
2023-06-11,Coffee,Kisii,77.88
2021-03-06,Sugarcane,Embu,97.17
2020-06-20,Coffee,Nandi,140.32
2017-11-03,Sugarcane,Meru,56.56
2019-07-15,Sorghum,Kiambu,114.36
2023-06-19,Sugarcane,Kisii,153.09
2022-03-19,Tomatoes,Meru,46.9
2019-11-14,Coffee,Kiambu,47.2
2017-10-11,Maize,Kiambu,106.57
2017-12-29,Coffee,Kiambu,155.21
2023-12-27,Beans,Uasin Gishu,66.46
2018-01-29,Tea,Nairobi,79.7
2016-11-28,Tomatoes,Muranga,51.84
2020-12-19,Potatoes,Embu,83.47
2018-11-05,Coffee,Kiambu,45.32
2018-03-01,Wheat,Meru,86.69
2017-11-09,Sorghum,Nakuru,106.66
2020-04-13,Sorghum,Nakuru,157.0
2022-01-27,Sugarcane,Nandi,138.21
2017-10-10,Sugarcane,Kericho,138.65
2015-08-15,Sorghum,Kiambu,67.38
2023-10-31,Cabbage,Meru,50.47
2020-01-03,Tomatoes,Kiambu,112.37
2019-02-01,Tomatoes,Uasin Gishu,102.54
2017-04-01,Maize,Kericho,101.98
2020-07-16,Coffee,Kiambu,53.08
2017-05-20,Potatoes,Embu,99.27
2021-09-18,Sorghum,Nakuru,58.04
2021-02-27,Coffee,Kiambu,90.65
2020-09-16,Tomatoes,Embu,47.46
2023-03-09,Beans,Embu,142.83
2019-12-01,Sorghum,Nairobi,41.58
2015-07-07,Coffee,Embu,152.72
2017-12-16,Tomatoes,Kericho,143.55
2017-07-29,Tea,Nakuru,130.31
2023-06-19,Tomatoes,Nandi,157.91
2021-05-09,Sugarcane,Uasin Gishu,46.46
2023-09-26,Wheat,Nakuru,116.99
2022-03-15,Cabbage,Meru,141.92
2022-01-07,Cabbage,Nandi,55.19
2016-06-09,Sugarcane,Embu,110.17
2015-12-02,Sugarcane,Kiambu,87.27
2022-07-08,Sorghum,Nairobi,92.3
2017-12-14,Tea,Nandi,149.5
2021-12-22,Tea,Meru,104.64
2023-01-26,Sorghum,Meru,51.19
2022-09-14,Coffee,Nandi,152.47
2022-01-27,Sorghum,Nairobi,62.23
2015-06-11,Potatoes,Embu,147.12
2016-08-16,Potatoes,Kericho,156.51
2020-04-22,Cabbage,Meru,145.34
2021-01-15,Tomatoes,Embu,121.26
2023-12-04,Sorghum,Kericho,129.23
2015-03-01,Sorghum,Kericho,123.98
2023-02-10,Coffee,Meru,95.26
2020-03-16,Maize,Nandi,72.93
2021-03-08,Cabbage,Kericho,74.2
2016-02-10,Cabbage,Kiambu,127.74
2016-10-25,Cabbage,Nakuru,115.12
2018-02-06,Tomatoes,Uasin Gishu,110.19
2018-01-04,Sugarcane,Meru,118.31
2016-06-25,Beans,Kisii,132.97
2018-08-30,Maize,Kericho,129.8
2017-09-24,Tomatoes,Muranga,52.65
2018-02-14,Potatoes,Kiambu,83.56
2023-02-22,Coffee,Kisii,71.68
2017-05-17,Sugarcane,Embu,104.59
2020-08-28,Potatoes,Uasin Gishu,47.37
2016-03-07,Sugarcane,Nairobi,131.5
2017-01-09,Tea,Kericho,52.78
2018-10-05,Cabbage,Nairobi,72.57
2015-07-02,Sugarcane,Uasin Gishu,133.93
2020-11-30,Wheat,Kiambu,46.19
2018-04-21,Cabbage,Kiambu,119.22
2021-12-03,Cabbage,Uasin Gishu,150.94
2018-03-15,Coffee,Kiambu,114.12
2017-04-10,Maize,Kericho,125.52
2019-07-10,Potatoes,Uasin Gishu,135.07
2018-02-10,Sugarcane,Meru,66.67
2022-09-11,Sugarcane,Muranga,109.72
2016-04-20,Tea,Embu,77.09
2022-09-11,Cabbage,Nakuru,69.94
2018-08-19,Sorghum,Nandi,63.09
2017-08-28,Beans,Muranga,110.25
2017-10-16,Sorghum,Nakuru,135.34
2018-02-15,Sugarcane,Nandi,145.11
2020-01-11,Sorghum,Nairobi,91.43
2015-06-10,Coffee,Muranga,84.75
2021-09-14,Wheat,Kisii,122.48
2015-07-17,Sugarcane,Muranga,133.64
2018-07-07,Sugarcane,Kiambu,70.4
2016-10-21,Wheat,Kericho,75.67
2019-11-11,Potatoes,Kericho,104.01
2017-12-06,Wheat,Nakuru,93.33
2020-07-03,Sorghum,Kiambu,124.69
2016-02-03,Coffee,Nairobi,100.54
2019-09-30,Tea,Kericho,53.39
2019-05-02,Potatoes,Embu,59.91
2020-10-26,Tomatoes,Nairobi,148.23
2020-12-11,Tea,Kiambu,67.29
2015-03-16,Maize,Kiambu,46.01
2020-12-24,Maize,Nakuru,127.77
2016-08-24,Maize,Meru,122.08
2017-04-16,Maize,Kericho,112.01
2019-03-09,Coffee,Kiambu,100.27
2016-05-14,Tea,Kiambu,156.35
2019-05-16,Cabbage,Embu,54.38
2015-05-18,Beans,Muranga,101.22
2020-09-28,Potatoes,Muranga,107.69
2019-11-30,Tomatoes,Kiambu,42.7
2017-08-30,Sorghum,Nairobi,89.44
2019-07-01,Sugarcane,Embu,133.94
2020-02-29,Maize,Nairobi,96.53
2021-04-20,Tomatoes,Nandi,145.03
2020-07-21,Sugarcane,Meru,117.38
2022-07-20,Beans,Muranga,131.93
2020-03-15,Tomatoes,Muranga,136.54
2022-02-23,Tea,Embu,122.74
2022-09-05,Tomatoes,Uasin Gishu,129.93
2018-12-20,Maize,Nairobi,123.44
2016-06-30,Beans,Kericho,106.06
2017-07-10,Sorghum,Embu,107.98
2016-08-03,Cabbage,Nakuru,62.79
2018-10-04,Wheat,Uasin Gishu,139.29
